"id";"NameStrat";"Link";"Version";"Exchange";"Pair";"Start1";"Start2";"StartDate";"EndDate";"HoldResult";"StratResult";"totalResult";"nbTrades";"backTestTime";"graphlocation"
"453";"SUPER HOLDER";"https://platform.kryll.io/marketplace/5cd161282c641e1a2574d6c9";"VERSION 3";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.35";"+1.247";"-0.103";"1 trade";"12";"GRAPHS/453.png"
"454";"SUPER HOLDER";"https://platform.kryll.io/marketplace/5cd161282c641e1a2574d6c9";"VERSION 3";"";"ETH / USDT";"0 ETH";"500 USDT";"03/07/2020";"";"+5.615";"+5.481";"-0.134";"1 trade";"11";"GRAPHS/454.png"
"455";"SUPER HOLDER";"https://platform.kryll.io/marketplace/5cd161282c641e1a2574d6c9";"VERSION 3";"";"BNB / USDT";"0 BNB";"500 USDT";"03/07/2020";"";"+18.897";"+12.893";"-6.004";"1 trade";"11";"GRAPHS/455.png"
"456";"SUPER HOLDER";"https://platform.kryll.io/marketplace/5cd161282c641e1a2574d6c9";"VERSION 3";"";"LTC / USDT";"0 LTC";"500 USDT";"03/07/2020";"";"+9.362";"+3.831";"-5.531";"1 trade";"12";"GRAPHS/456.png"
"457";"SUPER HOLDER";"https://platform.kryll.io/marketplace/5cd161282c641e1a2574d6c9";"VERSION 3";"";"XRP / USDT";"0 XRP";"500 USDT";"03/07/2020";"";"+14.202";"+9.011";"-5.191";"1 trade";"11";"GRAPHS/457.png"
"458";"SUPER HOLDER";"https://platform.kryll.io/marketplace/5cd161282c641e1a2574d6c9";"VERSION 3";"";"XMR / USDT";"0 XMR";"500 USDT";"03/07/2020";"";"+4.818";"+6.664";"+1.846";"1 trade";"11";"GRAPHS/458.png"
"459";"SUPER HOLDER";"https://platform.kryll.io/marketplace/5cd161282c641e1a2574d6c9";"VERSION 3";"";"DASH / USDT";"0 DASH";"500 USDT";"03/07/2020";"";"+7.896";"+3.31";"-4.585";"1 trade";"10";"GRAPHS/459.png"
"460";"SUPER HOLDER";"https://platform.kryll.io/marketplace/5cd161282c641e1a2574d6c9";"VERSION 3";"";"EOS / USDT";"0 EOS";"500 USDT";"03/07/2020";"";"+11.06";"+5.14";"-5.92";"1 trade";"12";"GRAPHS/460.png"
"461";"SUPER HOLDER";"https://platform.kryll.io/marketplace/5cd161282c641e1a2574d6c9";"VERSION 3";"";"BCH / USDT";"0 BCH";"500 USDT";"03/07/2020";"";"+7.324";"+2.172";"-5.152";"1 trade";"11";"GRAPHS/461.png"
"462";"SUPER HOLDER";"https://platform.kryll.io/marketplace/5cd161282c641e1a2574d6c9";"VERSION 3";"";"BTC / USDC";"0 BTC";"500 USDC";"03/07/2020";"";"+1.439";"+1.963";"+0.524";"1 trade";"12";"GRAPHS/462.png"
"463";"CRAZY SUPER HOLDER";"https://platform.kryll.io/marketplace/5cfe71e15ac146697bf0df38";"VERSION 2";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.384";"-2.148";"-3.532";"1 trade";"12";"GRAPHS/463.png"
"464";"CRAZY SUPER HOLDER";"https://platform.kryll.io/marketplace/5cfe71e15ac146697bf0df38";"VERSION 2";"";"ETH / USDT";"0 ETH";"500 USDT";"03/07/2020";"";"+5.615";"+2.851";"-2.764";"1 trade";"12";"GRAPHS/464.png"
"465";"CRAZY SUPER HOLDER";"https://platform.kryll.io/marketplace/5cfe71e15ac146697bf0df38";"VERSION 2";"";"XRP / USDT";"0 XRP";"500 USDT";"03/07/2020";"";"+13.82";"+8.254";"-5.565";"1 trade";"13";"GRAPHS/465.png"
"466";"CRAZY SUPER HOLDER";"https://platform.kryll.io/marketplace/5cfe71e15ac146697bf0df38";"VERSION 2";"";"BCH / USDT";"0 BCH";"500 USDT";"03/07/2020";"";"+7.328";"+2.176";"-5.152";"1 trade";"12";"GRAPHS/466.png"
"467";"CRAZY SUPER HOLDER";"https://platform.kryll.io/marketplace/5cfe71e15ac146697bf0df38";"VERSION 2";"";"LTC / USDT";"0 LTC";"500 USDT";"03/07/2020";"";"+9.314";"+4.53";"-4.783";"1 trade";"12";"GRAPHS/467.png"
"468";"CRAZY SUPER HOLDER";"https://platform.kryll.io/marketplace/5cfe71e15ac146697bf0df38";"VERSION 2";"";"BNB / USDT";"0 BNB";"500 USDT";"03/07/2020";"";"+18.414";"+14.096";"-4.318";"1 trade";"12";"GRAPHS/468.png"
"469";"CRAZY SUPER HOLDER";"https://platform.kryll.io/marketplace/5cfe71e15ac146697bf0df38";"VERSION 2";"";"XMR / USDT";"0 XMR";"500 USDT";"03/07/2020";"";"+5.269";"-0.08";"-5.349";"5 trades";"14";"GRAPHS/469.png"
"470";"CRAZY SUPER HOLDER";"https://platform.kryll.io/marketplace/5cfe71e15ac146697bf0df38";"VERSION 2";"";"DASH / USDT";"0 DASH";"500 USDT";"03/07/2020";"";"+7.866";"+2.554";"-5.312";"1 trade";"13";"GRAPHS/470.png"
"472";"CRAZY SUPER HOLDER";"https://platform.kryll.io/marketplace/5cfe71e15ac146697bf0df38";"VERSION 2";"";"ADA / USDT";"0 ADA";"500 USDT";"03/07/2020";"";"+29.873";"+29.684";"-0.189";"1 trade";"12";"GRAPHS/472.png"
"473";"JOCKEY KRYLL";"https://platform.kryll.io/marketplace/5d38c26a723c30bc1ff5bfd1";"VERSION 1";"";"TRX / XRP";"0 TRX";"1,500 XRP";"03/07/2020";"";"-3.615";"0.00";"+3.615";"Aucun trade";"10";"GRAPHS/473.png"
"474";"BITBULL V4";"https://platform.kryll.io/marketplace/5d85e5acd420405bd44203df";"VERSION 4";"";"BTC / TUSD";"0 BTC";"500 TUSD";"03/07/2020";"";"+1.315";"0.00";"-1.315";"Aucun trade";"9";"GRAPHS/474.png"
"475";"BITBULL V4";"https://platform.kryll.io/marketplace/5d85e5acd420405bd44203df";"VERSION 4";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.468";"0.00";"-1.468";"Aucun trade";"10";"GRAPHS/475.png"
"476";"GOOD BEAR V2";"https://platform.kryll.io/marketplace/5e10e430f8e74457d834a62a";"VERSION 1";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.469";"0.00";"-1.469";"Aucun trade";"11";"GRAPHS/476.png"
"477";"PLANET STREAMR (DATA-BTC) V1.0";"https://platform.kryll.io/marketplace/5ee25a86bd4ecc8a1bfc25f7";"VERSION 1";"";"DATA / BTC";"0 DATA";"0.1 BTC";"03/07/2020";"";"+8.016";"+4.212";"-3.804";"5 trades";"18";"GRAPHS/477.png"
"478";"LET ME DO";"https://platform.kryll.io/marketplace/5e2c08b8beb0048615ff52e0";"VERSION 1";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.488";"0.00";"-1.488";"Aucun trade";"10";"GRAPHS/478.png"
"479";"🔫🔫🔫 HITMAN VEHLAS BULL & BEAR V1";"https://platform.kryll.io/marketplace/5ef28663fda3988b40d4c2e4";"VERSION 1";"";"BEAR / USD";"0 BEAR";"500 USD";"03/07/2020";"";"-6.001";"0.00";"+6.001";"Aucun trade";"39";"GRAPHS/479.png"
"480";"🔫🔫🔫 HITMAN VEHLAS BULL & BEAR V1";"https://platform.kryll.io/marketplace/5ef28663fda3988b40d4c2e4";"VERSION 1";"";"BULL / USD";"0 BULL";"500 USD";"03/07/2020";"";"+3.493";"0.00";"-3.493";"Aucun trade";"40";"GRAPHS/480.png"
"481";"🔫🔫🔫 HITMAN VEHLAS BULL & BEAR V1";"https://platform.kryll.io/marketplace/5ef28663fda3988b40d4c2e4";"VERSION 1";"";"LINKBULL / USD";"0 LINKBULL";"500 USD";"03/07/2020";"";"+77.182";"+1.718";"-75.464";"6 trades";"42";"GRAPHS/481.png"
"482";"🔫🔫🔫 HITMAN VEHLAS BULL & BEAR V1";"https://platform.kryll.io/marketplace/5ef28663fda3988b40d4c2e4";"VERSION 1";"";"XTZBULL / USD";"0 XTZBULL";"500 USD";"03/07/2020";"";"+36.01";"-0.398";"-36.408";"4 trades";"42";"GRAPHS/482.png"
"483";"🔫🔫🔫 HITMAN VEHLAS BULL & BEAR V1";"https://platform.kryll.io/marketplace/5ef28663fda3988b40d4c2e4";"VERSION 1";"";"ADABULL / USD";"0 ADABULL";"500 USD";"03/07/2020";"";"+95.237";"-1.113";"-96.35";"10 trades";"44";"GRAPHS/483.png"
"484";"🔫🔫🔫 HITMAN VEHLAS BULL & BEAR V1";"https://platform.kryll.io/marketplace/5ef28663fda3988b40d4c2e4";"VERSION 1";"";"ADABEAR / USD";"0 ADABEAR";"500 USD";"03/07/2020";"";"-67.645";"-17.307";"+50.338";"12 trades";"43";"GRAPHS/484.png"
"485";"🔫🔫🔫 HITMAN VEHLAS BULL & BEAR V1";"https://platform.kryll.io/marketplace/5ef28663fda3988b40d4c2e4";"VERSION 1";"";"TRXBEAR / USD";"0 TRXBEAR";"500 USD";"03/07/2020";"";"-33.373";"-1.917";"+31.456";"2 trades";"41";"GRAPHS/485.png"
"486";"🔫🔫🔫 HITMAN VEHLAS BULL & BEAR V1";"https://platform.kryll.io/marketplace/5ef28663fda3988b40d4c2e4";"VERSION 1";"";"EOSBEAR / USD";"0 EOSBEAR";"500 USD";"03/07/2020";"";"-31.685";"0.00";"+31.685";"Aucun trade";"42";"GRAPHS/486.png"
"487";"🔫🔫🔫 HITMAN VEHLAS BULL & BEAR V1";"https://platform.kryll.io/marketplace/5ef28663fda3988b40d4c2e4";"VERSION 1";"";"TOMOBEAR / USD";"0 TOMOBEAR";"500 USD";"03/07/2020";"";"-69.36";"+9.609";"+78.969";"24 trades";"41";"GRAPHS/487.png"
"488";"🔫🔫🔫 HITMAN VEHLAS BULL & BEAR V1";"https://platform.kryll.io/marketplace/5ef28663fda3988b40d4c2e4";"VERSION 1";"";"TOMOBULL / USD";"0 TOMOBULL";"500 USD";"03/07/2020";"";"+91.165";"+11.32";"-79.846";"12 trades";"41";"GRAPHS/488.png"
"489";"LA PROVEEDURIA TRX BTC";"https://platform.kryll.io/marketplace/5c758e36d2258e1da6d581db";"VERSION 2";"";"TRX / BTC";"0 TRX";"0.1 BTC";"03/07/2020";"";"+8.134";"0.00";"-8.134";"Aucun trade";"11";"GRAPHS/489.png"
"490";"BNB USDT ACCUMULATOR";"https://platform.kryll.io/marketplace/5d8e77a8d4a467cc0df48b8e";"VERSION 2";"";"BNB / USDT";"0 BNB";"500 USDT";"03/07/2020";"";"+18.232";"+16.954";"-1.278";"1 trade";"16";"GRAPHS/490.png"
"491";"STABLECOIN USDT";"https://platform.kryll.io/marketplace/5d6d74aa93482d6be4b51515";"VERSION 1";"";"PAX / USDT";"0 PAX";"500 USDT";"03/07/2020";"";"-0.12";"-0.089";"+0.031";"1 trade";"12";"GRAPHS/491.png"
"492";"STABLECOIN USDT";"https://platform.kryll.io/marketplace/5d6d74aa93482d6be4b51515";"VERSION 1";"";"TUSD / USDT";"0 TUSD";"500 USDT";"03/07/2020";"";"-0.12";"-0.08";"+0.04";"1 trade";"11";"GRAPHS/492.png"
"493";"TRXILLARICO";"https://platform.kryll.io/marketplace/5e3805ec8d78e363a41cbd32";"VERSION 1";"";"TRX / USDT";"0 TRX";"500 USDT";"03/07/2020";"";"+10.305";"0.00";"-10.305";"Aucun trade";"15";"GRAPHS/493.png"
"494";"PROSPERITY - SAFE TRADING";"https://platform.kryll.io/marketplace/5d4310bc86af39608dbcb851";"VERSION 2";"";"BTC / USDT";"0 BTC";"500 USDT";"03/07/2020";"";"+1.452";"0.00";"-1.452";"Aucun trade";"10";"GRAPHS/494.png"
"495";"NO STRESS STRATEGY SERIE EOS/BNB V3";"https://platform.kryll.io/marketplace/5d61981672fb01d5ce9e7024";"VERSION 3";"";"EOS / BNB";"0 EOS";"50 BNB";"03/07/2020";"";"-6.299";"0.00";"+6.299";"Aucun trade";"12";"GRAPHS/495.png"
"496";"NRG/BTC";"https://platform.kryll.io/marketplace/5e2c4b78e7704829bceb9dac";"VERSION 2";"";"NRG / BTC";"0 NRG";"0.1 BTC";"03/07/2020";"";"-5.962";"0.00";"+5.962";"Aucun trade";"10";"GRAPHS/496.png"
"497";"NRG/BTC";"https://platform.kryll.io/marketplace/5e2c4b78e7704829bceb9dac";"VERSION 2";"";"NRG / ETH";"0 NRG";"2.5 ETH";"03/07/2020";"";"-8.438";"0.00";"+8.438";"Aucun trade";"11";"GRAPHS/497.png"
"498";"STARBOT RLC";"https://platform.kryll.io/marketplace/5eda737c0f735560c31d2758";"VERSION 1";"";"RLC / BTC";"0 RLC";"0.1 BTC";"03/07/2020";"";"+47.202";"+10.196";"-37.006";"15 trades";"12";"GRAPHS/498.png"
"499";"NO STRESS STRATEGY SERIE LTC/BNB V2";"https://platform.kryll.io/marketplace/5d6492a49f20ec6825b24f63";"VERSION 2";"";"LTC / BNB";"0 LTC";"50 BNB";"03/07/2020";"";"-7.753";"0.00";"+7.753";"Aucun trade";"11";"GRAPHS/499.png"
"500";"BICASH BULLISH 🐎";"https://platform.kryll.io/marketplace/5e5f0d889ef90fa39c6b6f12";"VERSION 1";"";"BCH / BUSD";"0 BCH";"500 BUSD";"03/07/2020";"";"+7.66";"+2.653";"-5.007";"1 trade";"11";"GRAPHS/500.png"
"501";"BICASH BULLISH 🐎";"https://platform.kryll.io/marketplace/5e5f0d889ef90fa39c6b6f12";"VERSION 1";"";"BCH / DAI";"0 BCH";"0.5 DAI";"03/07/2020";"";"+6.922";"0.00";"-6.922";"Aucun trade";"10";"GRAPHS/501.png"
"502";"BICASH BULLISH 🐎";"https://platform.kryll.io/marketplace/5e5f0d889ef90fa39c6b6f12";"VERSION 1";"";"BCH / TUSD";"0 BCH";"500 TUSD";"03/07/2020";"";"+7.548";"+2.69";"-4.858";"1 trade";"10";"GRAPHS/502.png"
"503";"BICASH BULLISH 🐎";"https://platform.kryll.io/marketplace/5e5f0d889ef90fa39c6b6f12";"VERSION 1";"";"BCH / PAX";"0 BCH";"500 PAX";"03/07/2020";"";"+7.318";"+2.571";"-4.747";"1 trade";"11";"GRAPHS/503.png"
"504";"BICASH BULLISH 🐎";"https://platform.kryll.io/marketplace/5e5f0d889ef90fa39c6b6f12";"VERSION 1";"";"BCH / USD";"0 BCH";"500 USD";"03/07/2020";"";"+7.778";"+2.754";"-5.024";"1 trade";"11";"GRAPHS/504.png"
"505";"BICASH BULLISH 🐎";"https://platform.kryll.io/marketplace/5e5f0d889ef90fa39c6b6f12";"VERSION 1";"";"BCH / USDC";"0 BCH";"500 USDC";"03/07/2020";"";"+7.774";"+2.703";"-5.071";"1 trade";"11";"GRAPHS/505.png"
"506";"BICASH BULLISH 🐎";"https://platform.kryll.io/marketplace/5e5f0d889ef90fa39c6b6f12";"VERSION 1";"";"BCH / USDT";"0 BCH";"500 USDT";"03/07/2020";"";"+7.441";"+2.582";"-4.859";"1 trade";"11";"GRAPHS/506.png"
"15";"OURANOS";"https://platform.kryll.io/marketplace/5d41bfebdb536b0e17c261ba";"VERSION 8";"";"ICX / BNB";"0 ICX";"50 BNB";"03/07/2020";"10/07/2020";"+13.285";"+11.889";"-1.396";"25 trades";"20";"GRAPHS/15.png"
"200";"AVENGERS PIGGY";"https://platform.kryll.io/marketplace/5ed27ee8103e777338226841";"VERSION 1";"";"ADA / BTC";"0 ADA";"0.1 BTC";"03/07/2020";"10/07/2020";"+23.021";"+6.964";"-16.056";"35 trades";"46";"GRAPHS/200.png"
"241";"TENDENCIAS REN/BTC";"https://platform.kryll.io/marketplace/5d56ef56ac0ca95849727e64";"VERSION 5";"";"REN / BTC";"0 REN";"0.1 BTC";"03/07/2020";"10/07/2020";"+15.549";"+2.371";"-13.178";"7 trades";"12";"GRAPHS/241.png"
"471";"CRAZY SUPER HOLDER";"https://platform.kryll.io/marketplace/5cfe71e15ac146697bf0df38";"VERSION 2";"";"BNB / BTC";"0 BNB";"0.1 BTC";"03/07/2020";"10/07/2020";"+10.206";"+6.362";"-3.845";"1 trade";"13";"GRAPHS/471.png"
